"KeyField","RecordID","MapLoc","PropertyName","LastUpdated","Action_taken","Notes","Notes2"
2524,"EC0575","EC0575","Patrin Placer Claims","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2525,"EC0577","EC0577","Red River Placer","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2526,"EC0578","EC0578","Elizabeth Placer","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2527,"EC0579","EC0579","Little Moose Placer","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2528,"EC0580","EC0580","79 Mine","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2529,"EC0581","EC0581","Ryan Creek Placer","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2530,"EC0582","EC0582","Unnamed Prospect","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2531,"EC0583","EC0583","Unnamed Location","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2532,"EC0584","EC0584","Bonanza","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2533,"EC0585","EC0585","Portland Mine","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2534,"EC0588","EC0588","Great Western","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2535,"EC0595","EC0595","Sipes Creek Placer","2004-07-27 00:00:00","reference updated","MLA 8-91 added to references.",
2536,"EC0615","EC0615","North Star Mine","2004-07-27 00:00:00","reference updated","MLA 2-84 added to references.",
2537,"EC0654","EC0654","Marygold # 1-8","2004-07-27 00:00:00","reference updated",,
2538,"EC0660","EC0660","Muckensturm Placer","2004-07-27 00:00:00","reference updated","MLA 1-91 added to references.",
2539,"EC0662","EC0662","Upper Lake Creek","2004-07-27 00:00:00","reference updated","MLA 1-91 added to references.",
2540,"EC0674","EC0674","Gold Crest","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2541,"EC0684","EC0684","Hyatt Deposit","2004-07-27 00:00:00","reference updated","MLA 8-91 added to references.",
2542,"EC0703","EC0703","Lake Creek Placer","2004-07-27 00:00:00","reference updated","MLA 1-91 added to references.",
2543,"EC0706","EC0706","Lake Creek","2004-07-27 00:00:00","reference updated","MLA 1-91 added to references.",
2544,"EC0723","EC0723","Squaw Peak","2004-07-27 00:00:00","reference updated","MLA 1-91 added to references.",
2545,"EC0727","EC0727","Squaw Meadows","2004-07-27 00:00:00","reference updated","MLA 1-91 added to references.",
2546,"EC0748","EC0748","Horsefly Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2547,"EC0753","EC0753","Delaware","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2548,"EC0757","EC0757","Silver Eagle Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2549,"EC0758","EC0758","Pony Meadows Placer","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2550,"EC0782","EC0782","Gaines Bar","2004-07-27 00:00:00","reference updated","MLA 8-91 added to references.",
2551,"EC0783","EC0783","Mammoth Mine","2004-07-27 00:00:00","references updated","MLA 8-91 added to references.",
2552,"EC0793","EC0793","Haney Bar","2004-07-27 00:00:00","reference updated",,
2553,"EC0794","EC0794","Blue Bird Bar","2004-07-27 00:00:00","reference updated",,
2554,"EC0795","EC0795","Jackson Bar","2004-07-27 00:00:00","reference updated",,
2555,"EC0828","EC0828","Yellow Jacket Group","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2556,"EC0891","EC0891","Freddy","2004-07-27 00:00:00","reference updated",,
2557,"EC0895","EC0895","Blue Bird Prospect","2004-07-27 00:00:00","reference updated",,
2558,"EC0907","EC0907","Moscow Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2559,"EC0912","EC0912","Skipper Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2560,"EC0926","EC0926","Prospects West of Pinnacles","2004-07-27 00:00:00","reference updated",,
2561,"EC0930","EC0930","Copper Cliff Deposit","2004-07-27 00:00:00","reference updated","MLA 64-85 added to references.",
2562,"EC0931","EC0931","Missouri Creek Group","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2563,"EC1020","EC1020","Yellowjacket Mountains Area","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2564,"EC1027","EC1027","Lucky Hunter Group","2004-07-27 00:00:00","reference updated","MLA 64-85 added to references.",
2565,"EC1029","EC1029","Unnamed Prospect","2004-07-27 00:00:00","reference updated",,
2566,"EC1032","EC1032","Yellowjacket Placer","2004-07-27 00:00:00","reference updated","MLA 64-85 added to references.",
2567,"EC1033","EC1033","Big Buck Claim","2004-07-27 00:00:00","reference updated",,
2568,"EC1037","EC1037","Upper Owl Creek","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2569,"EC1042","EC1042","Owl Creek Meadows Placer","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2570,"EC1055","EC1055","Upper Owl Creek Placer","2004-07-27 00:00:00","reference updated","MLA 25-91 added to references.",
2571,"EC1056","EC1056","Lower Owl Creek Placer","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2572,"EC1070","EC1070","Garm-Lamoreaux Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2573,"EC1082","EC1082","Kittie Burton Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2574,"EC1083","EC1083","Ulysses Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2575,"EC1088","EC1088","Sage Creek","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2576,"EC1109","EC1109","Montana","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2577,"EC1114","EC1114","Monolith Group Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2578,"EC1133","EC1133","Beaver Creek Placer","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2579,"EC1169","EC1169","Gold Flint Prospect","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2580,"EC1172","EC1172","Gold Dust Prospect","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2581,"EC1175","EC1175","Gold Ridge Prospect","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2582,"EC1185","EC1185","Italian Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2583,"EC1231","EC1231","Black Diamond","2004-07-27 00:00:00","reference updated","MLA 8-91 added to references.",
2584,"GR0061","GR0061","Cache Creek Rapids Adit","2004-07-27 00:00:00","reference updated",,
2585,"GR0062","GR0062","Yellowboy Mine","2004-07-27 00:00:00","reference updated",,
2586,"GR0063","GR0063","Little Couger Creek Adit","2004-07-27 00:00:00","reference updated",,
2587,"GR0064","GR0064","Cottonwood Creek Adit","2004-07-27 00:00:00","reference updated",,
2588,"GR0067","GR0067","Copper Springs Prospect","2004-07-27 00:00:00","reference updated","MLA 41-82 added to references.",
2589,"GR0069","GR0069","Copper Springs","2004-07-27 00:00:00","reference updated","MLA 41-82 added to references.",
2590,"GR0070","GR0070","Unnamed Mine","2004-07-27 00:00:00","reference updated","MLA 41-82 added to references.",
2591,"GR0071","GR0071","Pullman Prospect","2004-07-27 00:00:00","reference updated","MLA 41-82 added to references.",
2592,"GR0076","GR0076","Divide Creek Prospect","2004-07-27 00:00:00","reference updated",,
2593,"GR0077","GR0077","Imnaha Rapids Adit","2004-07-27 00:00:00","reference updated",,
2594,"GR0078","GR0078","Divide Rapids Prospect","2004-07-27 00:00:00","reference updated",,
2595,"GR0124","GR0124","Davis Rapids Adit","2004-07-27 00:00:00","reference updated",,
2596,"GR0125","GR0125","Short Branch Claims","2004-07-27 00:00:00","reference updated",,
2597,"GR0126","GR0126","Copper Queen Prospect","2004-07-27 00:00:00","reference updated",,
2598,"GR0170","GR0170","Unnamed Location","2004-07-27 00:00:00","reference updated","MLA 41-82 added to references.",
2599,"GR0171","GR0171","Old Timer","2004-07-27 00:00:00","reference updated","MLA 41-82 added to references.",
2600,"GR0172","GR0172","Bateman Prospect","2004-07-27 00:00:00","reference updated","MLA 41-82 added to references.",
2601,"GR0173","GR0173","Virginia Group","2004-07-27 00:00:00","reference updated",,
2602,"GR0176","GR0176","Kirby Creek Prospect","2004-07-28 00:00:00","reference updated",,
2603,"GR0177","GR0177","Blakely","2004-07-28 00:00:00","reference updated",,
2604,"GR0178","GR0178","Blue Jacket Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2605,"GR0179","GR0179","Cow Camp Prospect","2004-07-28 00:00:00","reference updated",,
2606,"GR0181","GR0181","Duncan Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2607,"GR0183","GR0183","Race Creek Mining Co.","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2608,"GR0184","GR0184","Old Timer Prospect","2004-07-28 00:00:00","reference updated",,
2609,"GR0185","GR0185","Dry Diggins Eleveted Placer","2004-07-28 00:00:00","reference updated",,
2610,"GR0190","GR0190","Allison Creek","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2611,"GR0200","GR0200","Brush Creek Group","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2612,"GR0211","GR0211","Rapid River Group","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2613,"GR0217","GR0217","Blue Gulch Group","2004-07-28 00:00:00","reference updated",,
2614,"GR0220","GR0220","Oregon Group Claims","2004-07-28 00:00:00","reference updated",,
2615,"GR0221","GR0221","McCrea Prospect","2004-07-28 00:00:00","reference updated",,
2616,"GR0222","GR0222","Cora Gulch Prospect","2004-07-28 00:00:00","reference updated",,
2617,"GR0225","GR0225","Wyant Creek","2004-07-28 00:00:00","reference updated",,
2618,"GR0226","GR0226","Rankin-General Mining Co.","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2619,"GR0227","GR0227","Bald Eagle Mine","2004-07-28 00:00:00","reference updated","MLA 7-91 added to references.",
2620,"GR0229","GR0229","Stevens Saddle Prospect","2004-07-28 00:00:00","reference updated",,
2621,"GR0230","GR0230","Jackley Ridge Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2622,"GR0231","GR0231","Mayflower Group","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2623,"GR0232","GR0232","White Rose Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2624,"GR0233","GR0233","Middle Mountain Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2625,"GR0234","GR0234","Monument Peak","2004-07-28 00:00:00","reference updated",,
2626,"GR0235","GR0235","Holbrook Saddle Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2627,"GR0236","GR0236","Trail Creek Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2628,"GR0237","GR0237","Paradise Cabin Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2629,"GR0238","GR0238","Black Leopard Mine","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2630,"GR0245","GR0245","Curren Mountain Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2631,"GR0244","GR0244","Pactolian Gulch Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2632,"GR0246","GR0246","Satan Lake Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2633,"GR0247","GR0247","High Five Placer","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2634,"GR0250","GR0250","Rock Lake Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2635,"GR0239","GR0239","Cliff Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2636,"GR0240","GR0240","Red Ledge Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2637,"GR0241","GR0241","Unnamed Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2638,"GR0242","GR0242","Thomas Heady Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2639,"GR0243","GR0243","Iron Spring Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2640,"GR0248","GR0248","Maid of Erin Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2641,"GR0249","GR0249","Black Lake Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2642,"GR0251","GR0251","Victory Tungsten","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2643,"GR0261","GR0261","Patton Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2644,"GR0266","GR0266","Russell Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2645,"GR0270","GR0270","Allison Creek Occurrence","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2646,"GR0271","GR0271","O'Leary Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2647,"GR0253","GR0253","Hailey Ridge Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2648,"GR0254","GR0254","Lower Devils Hollow Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2649,"GR0255","GR0255","Peacock Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2650,"GR0256","GR0256","South Peacock Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2651,"GR0257","GR0257","Devils Hollow Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2652,"GR0258","GR0258","Ritchie Gulch Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2653,"GR0252","GR0252","Panama Pacific Claims Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2654,"GR0259","GR0259","Cleveland Fraction","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
2655,"GR0260","GR0260","Ritchie Gulch Adit","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2656,"GR0262","GR0262","Pepperbox","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2657,"GR0263","GR0263","Virginus Claim","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2658,"GR0264","GR0264","Tussel Adit","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2659,"GR0265","GR0265","Tussel Mine","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2660,"GR0267","GR0267","Tussel Shaft","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2661,"GR0268","GR0268","Dry Gulch Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2662,"GR0269","GR0269","East Allison Gulch Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2663,"GR0272","GR0272","Chieftain Claim","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2664,"GR0287","GR0287","North Star Butte Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2665,"GR0288","GR0288","Indian Springs Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2666,"GR0289","GR0289","Twin Lakes Prospect","2004-07-28 00:00:00","reference updated","MLA 28-93 added to references.",
2667,"GR0273","GR0273","California Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 and MLA 28-93 added to references.",
2668,"GR0274","GR0274","Humboldt Prospect","2004-07-28 00:00:00","reference updated","MLA 41-82 added to references.",
